,Date,SP500 - Price,SP500 - Log-Return,squared_log_ret
"2508-1",1959-12-29,59.299999,0.0054108857531431909,2.9277684633567955e-05
"2509-1",1959-12-30,59.770000000000003,0.0078945736958893065,6.2324293839827343e-05
"2510-1",1959-12-31,59.889999000000003,0.0020056667429297903,4.0226990836945939e-06
"2511-1",1960-01-04,59.909999999999997,0.0003339065167411448,1.1149356192220441e-07
"2512-1",1960-01-05,60.389999000000003,0.0079800756649435201,6.3681607618223764e-05
"2513-1",1960-01-06,60.130001,-0.0043146100786657371,1.8615860130923958e-05
"2514-1",1960-01-07,59.689999,-0.0073444162547779968,5.3940450123447259e-05
"2515-1",1960-01-08,59.5,-0.003188172875749018,1.0164446285661763e-05
"2516-1",1960-01-11,58.770000000000003,-0.012344791927024978,0.00015239388772154107
"2517-1",1960-01-12,58.409999999999997,-0.006144412572341551,3.7753805859148918e-05
"2518-1",1960-01-13,58.080002,-0.0056657031004156977,3.2100191622060051e-05
"2519-1",1960-01-14,58.400002000000001,0.0054945191289537121,3.0189740458438259e-05
"2520-1",1960-01-15,58.380001,-0.00034254152563306661,1.1733469678302883e-07
"2521-1",1960-01-18,57.889999000000003,-0.0084287417383501761,7.1043687291806343e-05
"2522-1",1960-01-19,57.270000000000003,-0.010767714411006324,0.00011594367363699326
"2523-1",1960-01-20,57.07,-0.0034983418571492564,1.2238395749482508e-05
"2524-1",1960-01-21,57.209999000000003,0.0024501062523585304,6.0030206478463629e-06
"2525-1",1960-01-22,57.380001,0.0029671371799180335,8.8039030444519405e-06
"2526-1",1960-01-25,56.779998999999997,-0.010511694547903794,0.00011049572226843035
"2527-1",1960-01-26,56.860000999999997,0.0014079903769195212,1.9824369014979755e-06
"2528-1",1960-01-27,56.720001000000003,-0.0024652239555713606,6.077329151122906e-06
"2529-1",1960-01-28,56.130001,-0.010456453084445094,0.00010933741110720133
"2530-1",1960-01-29,55.610000999999997,-0.00930738758804317,8.6627463714060053e-05
"2531-1",1960-02-01,55.959999000000003,0.0062740727455237177,3.9363988816123521e-05
"2532-1",1960-02-02,56.82,0.015251244498668548,0.00023260045875816765
"2533-1",1960-02-03,56.32,-0.0088386645762552618,7.8121991491549608e-05
"2534-1",1960-02-04,56.270000000000003,-0.00088817840459931574,7.8886087839658585e-07
"2535-1",1960-02-05,55.979999999999997,-0.005167049357879705,2.669839906676507e-05
"2536-1",1960-02-08,55.32,-0.011859977290749946,0.00014065906133710443
"2537-1",1960-02-09,55.840000000000003,0.0093559516575592028,8.7533831418584794e-05
"2538-1",1960-02-10,55.490001999999997,-0.006287598073777545,3.9533889537371093e-05
"2539-1",1960-02-11,55.18,-0.0056022915911988491,3.1385671072817336e-05
"2540-1",1960-02-12,55.459999000000003,0.0050614533674782081,2.5618310191156494e-05
"2541-1",1960-02-15,55.169998,-0.0052427311238654184,2.7486229637147152e-05
"2542-1",1960-02-16,54.729999999999997,-0.008007285876926673,6.4116627114829366e-05
"2543-1",1960-02-17,55.029998999999997,0.0054664677439344445,2.9882269595475734e-05
"2544-1",1960-02-18,55.799999,0.013895378566357586,0.00019308154550238979
"2545-1",1960-02-19,56.240001999999997,0.0078544315981678992,6.1692095730298341e-05
"2546-1",1960-02-23,55.939999,-0.005348613166768601,2.8607662807730442e-05
"2547-1",1960-02-24,55.740001999999997,-0.0035816119628409027,1.2827944252365064e-05
"2548-1",1960-02-25,55.93,0.0034028508988193096,1.1579394239595383e-05
"2549-1",1960-02-26,56.159999999999997,0.0041038508840589571,1.6841592078591484e-05
"2550-1",1960-02-29,56.119999,-0.00071252230225482549,5.0768803121051693e-07
"2551-1",1960-03-01,56.009998000000003,-0.0019620269014692937,3.8495495620891978e-06
"2552-1",1960-03-02,55.619999,-0.0069873796871569027,4.8823474892492894e-05
"2553-1",1960-03-03,54.779998999999997,-0.015217685246580182,0.00023157794426398412
"2554-1",1960-03-04,54.57,-0.0038408643819534127,1.4752239200558372e-05
"2555-1",1960-03-07,54.020000000000003,-0.010129932833670807,0.00010261553921468188
"2556-1",1960-03-08,53.470001000000003,-0.010233580701753731,0.00010472617397930637
"2557-1",1960-03-09,54.040000999999997,0.010603763934093013,0.00011243980956997174
"2558-1",1960-03-10,53.830002,-0.0038935618699404984,1.5159824035054551e-05
"2559-1",1960-03-11,54.240001999999997,0.0075877107784272368,5.7573354857060863e-05
"2560-1",1960-03-14,54.32,0.0014738027451448588,2.1720945315965214e-06
"2561-1",1960-03-15,54.740001999999997,0.0077022568984457251,5.9324761329654759e-05
"2562-1",1960-03-16,55.040000999999997,0.0054654716448059304,2.9871380300177643e-05
"2563-1",1960-03-17,54.959999000000003,-0.0014545820746496574,2.1158090118921014e-06
"2564-1",1960-03-18,55.009998000000003,0.00090932081129757591,8.2686433785888166e-07
"2565-1",1960-03-21,55.07,0.0010901527440498882,1.188433005359501e-06
"2566-1",1960-03-22,55.290000999999997,0.0039869751619043825,1.5895970941642478e-05
"2567-1",1960-03-23,55.740001999999997,0.0081059794983824318,6.5706903628196301e-05
"2568-1",1960-03-24,55.979999999999997,0.0042964261526305947,1.8459277685008133e-05
"2569-1",1960-03-25,55.979999999999997,0,0
"2570-1",1960-03-28,55.860000999999997,-0.0021459056683790223,4.6049111375812186e-06
"2571-1",1960-03-29,55.779998999999997,-0.001433214147158246,2.0541027916145385e-06
"2572-1",1960-03-30,55.659999999999997,-0.0021536081740256563,4.6380281672301216e-06
"2573-1",1960-03-31,55.340000000000003,-0.0057657817389644705,3.3244239061376152e-05
"2574-1",1960-04-01,55.43,0.0016249890729334027,2.6405894871529596e-06
"2575-1",1960-04-04,55.540000999999997,0.0019825364519814315,3.9304507834351231e-06
"2576-1",1960-04-05,55.369999,-0.0030655871091411768,9.3978243237325576e-06
"2577-1",1960-04-06,56.509998000000003,0.020379665475231512,0.00041533076488234328
"2578-1",1960-04-07,56.520000000000003,0.00017697956654139091,3.1321766973178612e-08
"2579-1",1960-04-08,56.389999000000003,-0.0023027377308766361,5.3026010572028794e-06
"2580-1",1960-04-11,56.169998,-0.0039090491473050548,1.5280665236046377e-05
"2581-1",1960-04-12,56.299999,0.0023117464455104653,5.3441716283302704e-06
"2582-1",1960-04-13,56.299999,0,0
"2583-1",1960-04-14,56.43,0.0023064145973936689,5.3195482950706002e-06
"2584-1",1960-04-18,56.590000000000003,0.0028313591733830634,8.0165947687004235e-06
"2585-1",1960-04-19,56.130001,-0.008161844384539485,6.661570375743873e-05
"2586-1",1960-04-20,55.439999,-0.012369109925763233,0.00015299488035561454
"2587-1",1960-04-21,55.590000000000003,0.0027019921212483311,7.3007614232880564e-06
"2588-1",1960-04-22,55.419998,-0.0030628256186009395,9.380900769958228e-06
"2589-1",1960-04-25,54.860000999999997,-0.010155999609102295,0.00010314432806008597
"2590-1",1960-04-26,55.040000999999997,0.0032757080560177343,1.0730263268259483e-05
"2591-1",1960-04-27,55.040000999999997,0,0
"2592-1",1960-04-28,54.560001,-0.0087591799300401618,7.6723233046818379e-05
"2593-1",1960-04-29,54.369999,-0.0034885190983189318,1.2169765499335934e-05
"2594-1",1960-05-02,54.130001,-0.0044239334824029974,1.9571187456726312e-05
"2595-1",1960-05-03,54.830002,0.012848946609408163,0.00016509542897142151
"2596-1",1960-05-04,55.040000999999997,0.0038226859013539283,1.4612927500410095e-05
"2597-1",1960-05-05,54.860000999999997,-0.0032757080560177343,1.0730263268259483e-05
"2598-1",1960-05-06,54.75,-0.0020071350410644229,4.0285910730686825e-06
"2599-1",1960-05-09,54.799999,0.00091280700918439095,8.3321663601615283e-07
"2600-1",1960-05-10,54.419998,-0.0069584791018892922,4.8420431411430011e-05
"2601-1",1960-05-11,54.57,0.00275258459423533,7.5767219484216761e-06
"2602-1",1960-05-12,54.849997999999999,0.0051178690600166554,2.6192583715475765e-05
"2603-1",1960-05-13,55.299999,0.008170740186948855,6.6760995202621014e-05
"2604-1",1960-05-16,55.25,-0.00090455004724354637,8.1821078796830193e-07
"2605-1",1960-05-17,55.459999000000003,0.0037936817587560512,1.4392021286718406e-05
"2606-1",1960-05-18,55.439999,-0.00036068531248911739,1.3009389464537226e-07
"2607-1",1960-05-19,55.68,0.0043196791820347968,1.865962823570481e-05
"2608-1",1960-05-20,55.729999999999997,0.00089758555528085537,8.0565982904884145e-07
"2609-1",1960-05-23,55.759998000000003,0.00053812900281702269,2.8958282367284322e-07
"2610-1",1960-05-24,55.700001,-0.0010765656977023141,1.1589937014692704e-06
"2611-1",1960-05-25,55.669998,-0.00053879861713657107,2.9030394982828131e-07
"2612-1",1960-05-26,55.709999000000003,0.00071827981320193857,5.1592589005341179e-07
"2613-1",1960-05-27,55.740001999999997,0.00053841185205172337,2.8988732242976687e-07
"2614-1",1960-05-31,55.830002,0.0016133372106255095,2.6028569551888997e-06
"2615-1",1960-06-01,55.889999000000003,0.0010740602440160174,1.153605407775747e-06
"2616-1",1960-06-02,56.130001,0.0042849913805742545,1.8361151131595658e-05
"2617-1",1960-06-03,56.229999999999997,0.0017799755342178258,3.1683129024140346e-06
"2618-1",1960-06-06,56.889999000000003,0.011669138880663787,0.0001361688022162193
"2619-1",1960-06-07,57.43,0.0094472536914311789,8.9250602310260031e-05
"2620-1",1960-06-08,57.889999000000003,0.0079778259405669516,6.364570673798296e-05
"2621-1",1960-06-09,58,0.0018983697296466318,3.6038076304386259e-06
"2622-1",1960-06-10,57.970001000000003,-0.00051735794447616001,2.676592427125975e-07
"2623-1",1960-06-13,57.990001999999997,0.00034496377511050724,1.1900000613849262e-07
"2624-1",1960-06-14,57.909999999999997,-0.0013805351393552101,1.9058772709945094e-06
"2625-1",1960-06-15,57.57,-0.0058884825499800897,3.4674226741420019e-05
"2626-1",1960-06-16,57.5,-0.0012166508844133617,1.4802393745438152e-06
"2627-1",1960-06-17,57.439999,-0.0010440404728067065,1.0900205088584514e-06
"2628-1",1960-06-20,57.159999999999997,-0.0048865542688316665,2.3878412622236984e-05
"2629-1",1960-06-21,57.110000999999997,-0.00087510287482661653,7.6580504152980885e-07
"2630-1",1960-06-22,57.279998999999997,0.0029722550074495757,8.8342998293090776e-06
"2631-1",1960-06-23,57.590000000000003,0.0053974363242916823,2.9132318874783307e-05
"2632-1",1960-06-24,57.68,0.0015615514581126533,2.4384429563337536e-06
"2633-1",1960-06-27,57.330002,-0.0060864111706537827,3.7044400938259148e-05
"2634-1",1960-06-28,56.939999,-0.0068260175184953198,4.6594515162805001e-05
"2635-1",1960-06-29,56.939999,0,0
"2636-1",1960-06-30,56.919998,-0.00035132620292799288,1.2343010086380124e-07
"2637-1",1960-07-01,57.060001,0.0024566252261486454,6.0350075017498832e-06
"2638-1",1960-07-05,57.020000000000003,-0.00070127982623890972,4.9179339468967536e-07
"2639-1",1960-07-06,56.939999,-0.0014040191969817428,1.9712699054932579e-06
"2640-1",1960-07-07,57.240001999999997,0.0052549253413056718,2.761424034269653e-05
"2641-1",1960-07-08,57.380001,0.0024428383520431751,5.9674592142130158e-06
"2642-1",1960-07-11,56.869999,-0.0089278842461490981,7.9707117112637243e-05
"2643-1",1960-07-12,56.25,-0.010961902650215016,0.000120163309712791
"2644-1",1960-07-13,56.099997999999999,-0.0026702642065030702,7.1303109325314712e-06
"2645-1",1960-07-14,56.119999,0.00035646053727411697,1.2706411463375214e-07
"2646-1",1960-07-15,56.049999,-0.0012481057383446625,1.5577679340888752e-06
"2647-1",1960-07-18,55.700001,-0.0062639667903958696,3.923727995118233e-05
"2648-1",1960-07-19,55.700001,0,0
"2649-1",1960-07-20,55.610000999999997,-0.0016171057047102977,2.6150308602065885e-06
"2650-1",1960-07-21,55.099997999999999,-0.0092133793206219394,8.4886358505663985e-05
"2651-1",1960-07-22,54.720001000000003,-0.0069203882720785259,4.7891773836322006e-05
"2652-1",1960-07-25,54.18,-0.0099174549322000871,9.8355912332219838e-05
"2653-1",1960-07-26,54.509998000000003,0.0060722977287244184,3.6872799706271732e-05
"2654-1",1960-07-27,54.169998,-0.0062569216366714642,3.9149068367447514e-05
"2655-1",1960-07-28,54.57,0.0073570684491386373,5.4126456165311196e-05
"2656-1",1960-07-29,55.509998000000003,0.017078867474384918,0.00029168771420760305
"2657-1",1960-08-01,55.529998999999997,0.00036024857270611221,1.2977903413679101e-07
"2658-1",1960-08-02,55.040000999999997,-0.0088631854515393016,7.8556056348377934e-05
"2659-1",1960-08-03,54.720001000000003,-0.0058309202045432329,3.3999630431750495e-05
"2660-1",1960-08-04,54.889999000000003,0.0031018727543941083,9.6216145844524925e-06
"2661-1",1960-08-05,55.439999,0.009970172500586294,9.9404339691447157e-05
"2662-1",1960-08-08,55.520000000000003,0.0014419793544195869,2.0793044585723287e-06
"2663-1",1960-08-09,55.840000000000003,0.0057471422555677165,3.3029644105731979e-05
"2664-1",1960-08-10,56.07,0.0041104516814645109,1.6895813025654426e-05
"2665-1",1960-08-11,56.279998999999997,0.0037383043423053763,1.3974919355699232e-05
"2666-1",1960-08-12,56.659999999999997,0.0067292799244835777,4.5283208302057704e-05
"2667-1",1960-08-15,56.610000999999997,-0.00088282868907807455,7.7938649425931165e-07
"2668-1",1960-08-16,56.720001000000003,0.0019412341410456335,3.7683899903611788e-06
"2669-1",1960-08-17,56.840000000000003,0.0021134033745617842,4.4664738236091369e-06
"2670-1",1960-08-18,56.810001,-0.00052791905732973987,2.7869853109192117e-07
"2671-1",1960-08-19,57.009998000000003,0.003514271790355572,1.2350106216488957e-05
"2672-1",1960-08-22,57.189999,0.0031523844797245459,9.9375279080081961e-06
"2673-1",1960-08-23,57.75,0.0097443089602533561,9.4951557112873838e-05
"2674-1",1960-08-24,58.07,0.005525829982055086,3.0534796990578909e-05
"2675-1",1960-08-25,57.790000999999997,-0.0048334117502397689,2.3361869147355865e-05
"2676-1",1960-08-26,57.599997999999999,-0.0032932346540963664,1.0845394486941215e-05
"2677-1",1960-08-29,57.439999,-0.0027816256491242086,7.7374412518656758e-06
"2678-1",1960-08-30,56.840000000000003,-0.010500604101598476,0.00011026268649850675
"2679-1",1960-08-31,56.959999000000003,0.0021089463186410029,4.4476545749094385e-06
"2680-1",1960-09-01,57.090000000000003,0.002279720428627563,5.1971252327018394e-06
"2681-1",1960-09-02,57,-0.0015777021416178982,2.4891440476657025e-06
"2682-1",1960-09-06,56.490001999999997,-0.0089876010928842121,8.0776973404813487e-05
"2683-1",1960-09-07,55.790000999999997,-0.012469006959870299,0.00015547613456529395
"2684-1",1960-09-08,55.740001999999997,-0.00089660184711881641,8.0389487225687341e-07
"2685-1",1960-09-09,56.110000999999997,0.0066160096503384835,4.3771583693371941e-05
"2686-1",1960-09-12,55.720001000000003,-0.006974900726532951,4.8649240144989887e-05
"2687-1",1960-09-13,55.830002,0.001972228286819977,3.8896844153328612e-06
"2688-1",1960-09-14,55.439999,-0.0070100583011729611,4.914091738584394e-05
"2689-1",1960-09-15,55.220001000000003,-0.0039761122327401921,1.5809468487346194e-05
"2690-1",1960-09-16,55.110000999999997,-0.0019940185707181257,3.9761100603687571e-06
"2691-1",1960-09-19,53.860000999999997,-0.022943100090564439,0.00052638584176565792
"2692-1",1960-09-20,54.009998000000003,0.0027810716245126876,7.7343593806696402e-06
"2693-1",1960-09-21,54.57,0.010315103623521171,0.00010640136276397959
"2694-1",1960-09-22,54.360000999999997,-0.0038556735193187031,1.4866218287575473e-05
"2695-1",1960-09-23,53.900002000000001,-0.008498092658119738,7.2217578825988594e-05
"2696-1",1960-09-26,53.060001,-0.015707147464520066,0.00024671448147217911
"2697-1",1960-09-27,52.939999,-0.0022641896465356304,5.1265547554791425e-06
"2698-1",1960-09-28,52.479999999999997,-0.0087270332738129675,7.6161109762238677e-05
"2699-1",1960-09-29,52.619999,0.0026641119721322326,7.0974926000582933e-06
"2700-1",1960-09-30,53.520000000000003,0.016959159212007524,0.00028761308117821968
"2701-1",1960-10-03,53.360000999999997,-0.0029939954719755413,8.964008886210045e-06
"2702-1",1960-10-04,52.990001999999997,-0.0069581661003574879,4.841607548016413e-05
"2703-1",1960-10-05,53.389999000000003,0.0075201895343552927,5.6553250632626875e-05
"2704-1",1960-10-06,53.720001000000003,0.006161946488082215,3.7969584521988742e-05
"2705-1",1960-10-07,54.029998999999997,0.0057540390776602557,3.3108965707241288e-05
"2706-1",1960-10-10,54.139999000000003,0.0020338363677852023,4.1364903709257042e-06
"2707-1",1960-10-11,54.220001000000003,0.0014765967983749739,2.1803381049712235e-06
"2708-1",1960-10-12,54.150002000000001,-0.0012918521324576382,1.6688819321353471e-06
"2709-1",1960-10-13,54.57,0.007726270816700076,5.9695260732991258e-05
"2710-1",1960-10-14,54.860000999999997,0.0053002225395339941,2.8092358968584182e-05
"2711-1",1960-10-17,54.630001,-0.0042013030250878103,1.7650947108611985e-05
"2712-1",1960-10-18,54.349997999999999,-0.0051386239438970804,2.6405456036792387e-05
"2713-1",1960-10-19,54.25,-0.0018415843481207617,3.3914329112433707e-06
"2714-1",1960-10-20,53.860000999999997,-0.0072148864704622007,5.2054586781658514e-05
"2715-1",1960-10-21,53.720001000000003,-0.0026027156800290108,6.7741289110688761e-06
"2716-1",1960-10-24,52.700001,-0.019169915747429211,0.00036748566976353448
"2717-1",1960-10-25,52.200001,-0.0095329604769673892,9.0877335455422315e-05
"2718-1",1960-10-26,53.049999,0.016152332164169447,0.00026089783434166288
"2719-1",1960-10-27,53.619999,0.010687267948204848,0.00011421769619672667
"2720-1",1960-10-28,53.409999999999997,-0.0039241198063764138,1.5398716254795662e-05
"2721-1",1960-10-31,53.389999000000003,-0.00037455056968349609,1.4028812925023146e-07
"2722-1",1960-11-01,53.939999,0.010248855390470712,0.00010503903681478058
"2723-1",1960-11-02,54.220001000000003,0.0051775633414319344,2.6807162154539819e-05
"2724-1",1960-11-03,54.43,0.003865609932210301,1.4942940148002927e-05
"2725-1",1960-11-04,54.900002000000001,0.0085979124992485723,7.3924099344734837e-05
"2726-1",1960-11-07,55.110000999999997,0.0038178210953141445,1.4575757915825695e-05
"2727-1",1960-11-09,55.349997999999999,0.0043454169802794596,1.8882648732501058e-05
"2728-1",1960-11-10,56.43,0.019324308960098513,0.00037342891678534369
"2729-1",1960-11-11,55.869999,-0.0099733864086850588,9.946843645694386e-05
"2730-1",1960-11-14,55.590000000000003,-0.0050242166069862648,2.5242752513916577e-05
"2731-1",1960-11-15,55.810001,0.0039497537528996318,1.5600554708544726e-05
"2732-1",1960-11-16,55.700001,-0.0019729178317176022,3.8924047707092846e-06
"2733-1",1960-11-17,55.549999,-0.0026966668027208485,7.2720118448966837e-06
"2734-1",1960-11-18,55.82,0.0048487300243369447,2.3510182848906548e-05
"2735-1",1960-11-21,55.93,0.0019686807253203042,3.8757037982476788e-06
"2736-1",1960-11-22,55.720001000000003,-0.0037617419750137771,1.4150702686580552e-05
"2737-1",1960-11-23,55.799999,0.001434684607636072,2.0583199233878697e-06
"2738-1",1960-11-25,56.130001,0.005896595303774177,3.476983617649168e-05
"2739-1",1960-11-28,56.029998999999997,-0.0017832030402811228,3.1798130828678393e-06
"2740-1",1960-11-29,55.830002,-0.0035758485843091492,1.2786693097905746e-05
"2741-1",1960-11-30,55.540000999999997,-0.0052078952616074758,2.7122173055873599e-05
"2742-1",1960-12-01,55.299999,-0.0043306094385888727,1.8754178109595032e-05
"2743-1",1960-12-02,55.389999000000003,0.0016261635461063406,2.6444078786851485e-06
"2744-1",1960-12-05,55.310001,-0.0014453119047130869,2.088926501905371e-06
"2745-1",1960-12-06,55.470001000000003,0.0028886100084069,8.3440677806685105e-06
"2746-1",1960-12-07,56.020000000000003,0.0098664177370562101,9.734619896209738e-05
"2747-1",1960-12-08,56.150002000000001,0.00231794697136678,5.3728781620684276e-06
"2748-1",1960-12-09,56.650002000000001,0.0088653059751866436,7.8593650033680011e-05
"2749-1",1960-12-12,56.849997999999999,0.0035241622377295556,1.241971947783899e-05
"2750-1",1960-12-13,56.880001,0.00052761805961143438,2.7838081682813514e-07
"2751-1",1960-12-14,56.840000000000003,-0.00070349984695727841,4.9491203466891414e-07
"2752-1",1960-12-15,56.68,-0.0028188884064199726,7.9461318478489329e-06
"2753-1",1960-12-16,57.200001,0.009132501045789887,8.3402575351353378e-05
"2754-1",1960-12-19,57.130001,-0.0012245256279603822,1.4994630135317685e-06
"2755-1",1960-12-20,57.090000000000003,-0.00070042026414096625,4.9058854641930097e-07
"2756-1",1960-12-21,57.549999,0.0080251478155286549,6.4402997461084335e-05
"2757-1",1960-12-22,57.389999000000003,-0.002784063096064493,7.7510073228682105e-06
"2758-1",1960-12-23,57.439999,0.0008708526348657486,7.5838431165261682e-07
"2759-1",1960-12-27,57.520000000000003,0.0013918060822932787,1.9371241707085649e-06
"2760-1",1960-12-28,57.779998999999997,0.0045099643182711091,2.033977815207859e-05
"2761-1",1960-12-29,58.049999,0.0046620131863086556,2.1734366949315784e-05
"2762-1",1960-12-30,58.110000999999997,0.0010330923783845591,1.067279862276265e-06
"2763-1",1961-01-03,57.57,-0.0093361846080375344,8.7164343035356964e-05
"2764-1",1961-01-04,58.360000999999997,0.013629142101890146,0.00018575351443351454
"2765-1",1961-01-05,58.57,0.0035918793120828241,1.2901596992568581e-05
"2766-1",1961-01-06,58.400002000000001,-0.0029066960209354065,8.4488817581217244e-06
"2767-1",1961-01-09,58.810001,0.0069960013950192135,4.8944035519110783e-05
"2768-1",1961-01-10,58.970001000000003,0.0027169314944126555,7.3817167453313856e-06
"2769-1",1961-01-11,59.139999000000003,0.0028786405451137753,8.2865713879729335e-06
"2770-1",1961-01-12,59.32,0.0030390197544303277,9.2356410678177698e-06
"2771-1",1961-01-13,59.599997999999999,0.0047090232445246016,2.2174899917473007e-05
"2772-1",1961-01-16,59.580002,-0.0003355596608090039,1.1260028596225374e-07
"2773-1",1961-01-17,59.639999000000003,0.001006492275820392,1.0130267012861121e-06
"2774-1",1961-01-18,59.68,0.00067048276623804526,4.4954713982222123e-07
"2775-1",1961-01-19,59.770000000000003,0.0015069069406568047,2.270768527799651e-06
"2776-1",1961-01-20,59.959999000000003,0.003173793720448792,1.0072966579960185e-05
"2777-1",1961-01-23,60.290000999999997,0.0054886125312014755,3.0124867517661868e-05
"2778-1",1961-01-24,60.450001,0.002650324515586,7.0242200379161654e-06
"2779-1",1961-01-25,60.529998999999997,0.0013224997794631932,1.7490056666801947e-06
"2780-1",1961-01-26,60.619999,0.0014857617505894538,2.2074879795146383e-06
"2781-1",1961-01-27,61.240001999999997,0.010175748314424027,0.00010354585375850343
"2782-1",1961-01-30,61.970001000000003,0.011849809662980881,0.00014041798904887507
"2783-1",1961-01-31,61.779998999999997,-0.0030707418068889325,9.4294552445755055e-06
"2784-1",1961-02-01,61.900002000000001,0.0019405406967605288,3.7656981957838385e-06
"2785-1",1961-02-02,62.299999,0.0064411977413154631,4.1489028342727425e-05
"2786-1",1961-02-03,62.220001000000003,-0.0012849022005498867,1.6509736649779412e-06
"2787-1",1961-02-06,61.759998000000003,-0.0074206342083931176,5.5065812054774148e-05
"2788-1",1961-02-07,61.650002000000001,-0.0017826112815475526,3.1777029811006078e-06
"2789-1",1961-02-08,62.209999000000003,0.0090424804007893655,8.1766451798659807e-05
"2790-1",1961-02-09,62.020000000000003,-0.0030588287800394909,9.3564335055978805e-06
"2791-1",1961-02-10,61.5,-0.0084197388598301615,7.0892002467734104e-05
"2792-1",1961-02-13,61.139999000000003,-0.0058708747056890331,3.446716980989929e-05
"2793-1",1961-02-14,61.409999999999997,0.0044063882345239946,1.9416257273351486e-05
"2794-1",1961-02-15,61.919998,0.0082705086404217809,6.8401313171291333e-05
"2795-1",1961-02-16,62.299999,0.0061182127603141012,3.7432527380470291e-05
"2796-1",1961-02-17,62.099997999999999,-0.0032154530087300515,1.033913805135114e-05
"2797-1",1961-02-20,62.32,0.0035364448291792527,1.2506442029828674e-05
"2798-1",1961-02-21,62.360000999999997,0.00064165866300314178,4.1172583980697945e-07
"2799-1",1961-02-23,62.590000000000003,0.0036814607111139708,1.3553152967475784e-05
"2800-1",1961-02-24,62.840000000000003,0.0039862924508105024,1.5890527503388801e-05
"2801-1",1961-02-27,63.299999,0.0072934999649216792,5.3195141738312535e-05
"2802-1",1961-02-28,63.439999,0.0022092482113249545,4.8807776592425109e-06
"2803-1",1961-03-01,63.43,-0.00015762591786128155,2.4845929981611478e-08
"2804-1",1961-03-02,63.849997999999999,0.0065996155093284159,4.3554924870968165e-05
"2805-1",1961-03-03,63.950001,0.0015649925069345372,2.4492015467612472e-06
"2806-1",1961-03-06,64.050003000000004,0.001562531519081034,2.441504748121684e-06
"2807-1",1961-03-07,63.470001000000003,-0.0090967061072957378,8.275006200251157e-05
"2808-1",1961-03-08,63.439999,-0.00047280751018696776,2.2354694168919961e-07
"2809-1",1961-03-09,63.5,0.0009453443349789481,8.9367591167678958e-07
"2810-1",1961-03-10,63.479999999999997,-0.00031501024043745218,9.923145158046144e-08
"2811-1",1961-03-13,63.659999999999997,0.002831526195738121,8.0175405971511959e-06
"2812-1",1961-03-14,63.380001,-0.0044080518133240432,1.9430920788949386e-05
"2813-1",1961-03-15,63.57,0.0029932909076952896,8.9597904580912907e-06
"2814-1",1961-03-16,64.209998999999996,0.010017285283741018,0.00010034600445585436
"2815-1",1961-03-17,64,-0.0032758628723872363,1.0731277558685155e-05
"2816-1",1961-03-20,64.860000999999997,0.013348032937323673,0.00017816998329587763
"2817-1",1961-03-21,64.739998,-0.0018518986916991054,3.4295287643168582e-06
"2818-1",1961-03-22,64.699996999999996,-0.00061806246629370065,3.8200121224105187e-07
"2819-1",1961-03-23,64.529999000000004,-0.0026309386879219687,6.9218383796045706e-06
"2820-1",1961-03-24,64.419998000000007,-0.0017061035942873559,2.9107894744402347e-06
"2821-1",1961-03-27,64.349997999999999,-0.001087209894689245,1.1820253551101992e-06
"2822-1",1961-03-28,64.379997000000003,0.00046607631023487528,2.1722712696215571e-07
"2823-1",1961-03-29,64.930000000000007,0.0085067872480566464,7.2365429283699167e-05
"2824-1",1961-03-30,65.059997999999993,0.0020001237839553099,4.0004951511437067e-06
"2825-1",1961-04-03,65.599997999999999,0.0082657751578869565,6.8323038960741144e-05
"2826-1",1961-04-04,65.660004000000001,0.00091430753109733587,8.3595826142130584e-07
"2827-1",1961-04-05,65.459998999999996,-0.0030507191968052183,9.306887617755877e-06
"2828-1",1961-04-06,65.610000999999997,0.0022888848018354224,5.2389936360731806e-06
"2829-1",1961-04-07,65.959998999999996,0.0053203439323290524,2.8306059558270563e-05
"2830-1",1961-04-10,66.529999000000004,0.0086044761922883239,7.4037010543656574e-05
"2831-1",1961-04-11,66.620002999999997,0.0013519190740725051,1.8276851828410596e-06
"2832-1",1961-04-12,66.309997999999993,-0.0046641925776427229,2.1754692401337467e-05
"2833-1",1961-04-13,66.260002,-0.00075425816354002251,5.689053772667673e-07
"2834-1",1961-04-14,66.370002999999997,0.0016587653031052696,2.751502330785917e-06
"2835-1",1961-04-17,68.680000000000007,0.03421284367029731,0.0011705186720082027
"2836-1",1961-04-18,66.199996999999996,-0.036777618403533552,0.0013525932154359298
"2837-1",1961-04-19,65.809997999999993,-0.0059086455482324496,3.4912092214647147e-05
"2838-1",1961-04-20,65.819999999999993,0.0001519714376847503,2.3095317871969942e-08
"2839-1",1961-04-21,65.769997000000004,-0.00075998181543646126,5.7757235979409941e-07
"2840-1",1961-04-24,64.400002000000001,-0.021050097533549028,0.00044310660617192686
"2841-1",1961-04-25,65.300003000000004,0.013878418057982955,0.00019261048779214737
"2842-1",1961-04-26,65.550003000000004,0.0038211737521072209,1.4601368843793176e-05
"2843-1",1961-04-27,65.459998999999996,-0.0013740021797685742,1.8878819900087933e-06
"2844-1",1961-04-28,65.309997999999993,-0.0022941205051463243,5.262988892132826e-06
"2845-1",1961-05-01,65.169998000000007,-0.0021459236360623635,4.6049882518111152e-06
