Date,Open,High,Low,Close,Adj Close,Volume
2007-07-02,23.520000,23.680000,23.520000,23.680000,20.934750,11500
2007-07-03,23.610001,23.680000,23.600000,23.629999,20.890547,6200
2007-07-05,23.590000,23.629999,23.450001,23.610001,20.872866,13100
2007-07-06,23.660000,23.750000,23.459999,23.670000,20.925911,13800
2007-07-09,23.620001,23.840000,23.600000,23.840000,21.076200,24400
2007-07-10,23.840000,24.000000,23.840000,23.940001,21.164610,7100
2007-07-11,24.000000,24.030001,23.799999,23.980000,21.199972,12300
2007-07-12,23.840000,24.100000,23.840000,24.059999,21.270697,11200
2007-07-13,24.010000,24.290001,24.010000,24.150000,21.350262,9400
2007-07-16,24.100000,24.160000,24.100000,24.110001,21.314899,3600
2007-07-17,24.059999,24.200001,24.059999,24.200001,21.394464,8300
2007-07-18,24.250000,24.290001,24.090000,24.129999,21.332579,9900
2007-07-19,24.120001,24.129999,23.719999,24.020000,21.235334,16000
2007-07-20,23.950001,24.049999,23.950001,23.959999,21.182289,5400
2007-07-23,23.910000,24.000000,23.600000,23.750000,20.996635,12600
2007-07-24,23.740000,23.740000,23.450001,23.450001,20.731417,15800
2007-07-25,23.410000,23.500000,23.410000,23.420000,20.704893,3600
2007-07-26,23.200001,23.379999,22.700001,23.100000,20.421989,15100
2007-07-27,23.150000,23.330000,23.100000,23.250000,20.554600,9700
2007-07-30,23.200001,23.340000,23.100000,23.100000,20.421989,4000
2007-07-31,23.100000,23.410000,23.100000,23.400000,20.687212,11000
2007-08-01,23.350000,23.549999,23.299999,23.350000,20.643009,8200
2007-08-02,23.160000,23.330000,23.129999,23.270000,20.572285,15400
2007-08-03,23.520000,23.610001,23.250000,23.350000,20.643009,13700
2007-08-06,23.270000,23.320000,22.730000,22.730000,20.094885,12300
2007-08-07,22.780001,22.780001,22.450001,22.620001,19.997635,14100
2007-08-08,22.670000,22.900000,22.549999,22.700001,20.068363,8200
2007-08-09,22.750000,23.049999,22.600000,22.700001,20.068363,5800
2007-08-10,22.850000,22.850000,22.000000,22.350000,19.758940,12800
2007-08-13,22.290001,22.500000,22.150000,22.500000,19.891550,6800
2007-08-14,22.450001,22.450001,21.469999,21.549999,19.051682,7600
2007-08-15,21.430000,21.650000,20.000000,21.150000,18.698057,8500
2007-08-16,20.850000,22.000000,19.750000,22.000000,19.449514,30600
2007-08-17,22.000000,23.240000,19.950001,22.650000,20.024160,31800
2007-08-20,22.430000,22.850000,22.000000,22.440001,19.838505,10300
2007-08-21,22.250000,22.600000,22.209999,22.549999,19.935751,6900
2007-08-22,22.170000,22.650000,22.170000,22.500000,19.891550,42100
2007-08-23,22.650000,23.299999,22.650000,23.040001,20.368948,14000
2007-08-24,23.150000,23.240000,23.150000,23.240000,20.545759,2000
2007-08-27,23.090000,23.190001,23.090000,23.190001,20.501558,2000
2007-08-28,23.040001,23.059999,22.850000,22.850000,20.200972,11700
2007-08-29,22.850000,22.850000,22.730000,22.799999,20.156769,4300
2007-08-30,22.709999,23.090000,22.709999,22.990000,20.324743,8300
2007-08-31,23.049999,23.299999,23.000000,23.049999,20.377787,11500
2007-09-04,23.180000,23.250000,22.850000,23.190001,20.501558,15600
2007-09-05,23.040001,23.309999,23.000000,23.110001,20.430834,8900
2007-09-06,23.000000,23.190001,22.959999,23.010000,20.342424,3300
2007-09-07,23.000000,23.250000,23.000000,23.160000,20.475033,3200
2007-09-10,23.299999,23.400000,23.180000,23.389999,20.678370,11900
2007-09-11,23.260000,23.459999,23.260000,23.313999,20.611179,4300
2007-09-12,23.450001,23.450001,23.000000,23.150000,20.822046,26600
2007-09-13,23.190001,23.190001,22.940001,23.049999,20.732100,7900
2007-09-14,23.199900,23.290001,22.709999,22.959999,20.651152,9000
2007-09-17,23.010000,23.260000,22.959999,23.150000,20.822046,7300
2007-09-18,23.280001,23.389999,23.200001,23.389999,21.037909,7700
2007-09-19,23.200001,23.250000,23.110001,23.129999,20.804054,3500
2007-09-20,23.129999,23.260000,22.850000,22.870001,20.570200,5900
2007-09-21,22.950001,23.360001,22.750000,23.360001,21.010927,16100
2007-09-24,23.150000,23.150000,22.850000,22.940001,20.633162,7100
2007-09-25,23.090000,23.150000,22.750000,22.750000,20.462267,3500
2007-09-26,22.750000,23.129900,22.700001,22.700001,20.417295,9700
2007-09-27,22.860001,22.860001,22.629999,22.629999,20.354334,8100
2007-09-28,22.600000,22.730000,22.500000,22.500000,20.237408,1700
2007-10-01,22.490000,22.639999,22.490000,22.600000,20.327353,5700
2007-10-02,22.580000,22.600000,22.510000,22.510000,20.246403,3300
2007-10-03,22.690001,22.809999,22.690001,22.750000,20.462267,2300
2007-10-04,22.790001,22.809999,22.700001,22.700001,20.417295,2900
2007-10-05,22.670000,22.820000,22.570000,22.570000,20.300369,10600
2007-10-08,22.700001,22.700001,22.500000,22.500099,20.237495,1100
2007-10-09,22.590000,23.219999,22.520000,22.900000,20.597185,20800
2007-10-10,22.780001,23.219999,22.780001,23.200001,20.867018,7100
2007-10-11,22.910101,22.910101,22.809999,22.860001,20.561209,1400
2007-10-12,22.760000,22.900000,21.620001,22.750000,20.462267,23300
2007-10-15,22.790001,22.969999,22.610001,22.969999,20.660145,7300
2007-10-16,22.750000,22.860001,22.709999,22.860001,20.561209,6400
2007-10-17,22.860001,23.379999,22.860001,23.270000,20.929979,36900
2007-10-18,23.120001,23.200001,23.070000,23.139999,20.813049,5600
2007-10-19,23.190001,23.209999,23.049999,23.209999,20.876011,5400
2007-10-22,23.000000,23.010000,22.879999,22.879999,20.579195,4900
2007-10-23,22.750000,22.900000,22.750000,22.900000,20.597185,2400
2007-10-24,23.120001,23.120001,22.900000,22.900000,20.597185,6200
2007-10-25,22.790001,22.879999,22.709999,22.879999,20.579195,2000
2007-10-26,22.900000,22.900000,22.680000,22.690001,20.408300,2400
2007-10-29,22.690001,22.790001,22.459999,22.459999,20.201427,8400
2007-10-30,22.410000,22.459999,22.320000,22.330000,20.084501,9200
2007-10-31,22.420000,22.430000,22.250000,22.430000,20.174448,13500
2007-11-01,22.559999,22.639999,22.299999,22.549999,20.282379,5500
2007-11-02,22.510000,22.629999,22.209999,22.629999,20.354334,36000
2007-11-05,22.000000,22.000000,21.549999,21.709999,19.526850,14900
2007-11-06,21.840000,21.910000,21.700001,21.910000,19.706738,19600
2007-11-07,21.540001,21.580000,21.219999,21.219999,19.086124,5300
2007-11-08,20.959999,21.389999,20.900000,21.250000,19.113108,3800
2007-11-09,20.950001,21.440001,20.799999,21.440001,19.284002,5800
2007-11-12,21.250000,21.250000,20.700001,20.709999,18.627409,1700
2007-11-13,20.900000,21.240000,20.719999,21.240000,19.104113,11700
2007-11-14,21.250000,22.200001,21.250000,21.750000,19.562828,29500
2007-11-15,21.170000,21.170000,20.690001,20.690001,18.609421,2700
2007-11-16,20.600000,20.700001,20.309999,20.350000,18.303612,16700
2007-11-19,20.209999,21.070000,20.200001,20.480000,18.420540,38800
2007-11-20,20.620001,20.799999,19.990000,20.200001,18.168695,5400
2007-11-21,20.700001,20.700001,19.750000,20.260000,18.222662,16000
2007-11-23,20.080000,20.450001,19.850000,20.370001,18.321600,6600
2007-11-26,20.370001,20.660000,20.049999,20.070000,18.051767,29200
2007-11-27,20.000000,20.410000,19.750000,20.410000,18.357578,33900
2007-11-28,19.930000,21.070000,19.930000,20.700001,18.618418,72800
2007-11-29,20.660000,21.190001,20.190001,20.500000,18.438526,33800
2007-11-30,21.150000,22.340000,21.150000,21.889999,19.688749,26000
2007-12-03,21.700001,21.780001,21.340000,21.780001,19.589813,14800
2007-12-04,21.600000,21.600000,21.450001,21.490000,19.328974,10600
2007-12-05,21.330000,21.799999,21.330000,21.799999,19.607801,10000
2007-12-06,21.850000,22.750000,21.850000,22.219999,19.985563,28200
2007-12-07,22.200001,22.600000,22.200001,22.450001,20.192436,6500
2007-12-10,22.600000,23.139999,22.570000,22.580000,20.309362,12100
2007-12-11,22.780001,22.780001,22.150000,22.150000,19.922602,8700
2007-12-12,21.889999,21.889999,20.719999,20.730000,18.986937,5900
2007-12-13,20.700001,21.450001,20.570000,21.100000,19.325829,24500
2007-12-14,21.299999,21.549999,20.920000,21.020000,19.252554,10300
2007-12-17,21.250000,21.250000,19.900000,20.480000,18.757959,11700
2007-12-18,20.900000,20.900000,19.879999,20.240000,18.538137,6300
2007-12-19,20.080000,20.549999,19.950001,20.170000,18.474026,19000
2007-12-20,19.910000,20.450001,19.760000,19.780001,18.116819,11000
2007-12-21,19.830000,20.760000,19.709999,20.299999,18.593094,33900
2007-12-24,20.299999,20.700001,20.129999,20.700001,18.959461,9000
2007-12-26,20.379999,20.700001,19.969999,20.260000,18.556459,22500
2007-12-27,20.150000,20.600000,19.700001,20.330000,18.620573,15600
2007-12-28,20.260000,20.510000,19.770000,19.770000,18.107660,10500
2007-12-31,19.760000,20.000000,19.610001,19.900000,18.226727,25950
2008-01-02,19.799999,21.780001,19.799999,20.760000,19.014416,10500
2008-01-03,21.010000,21.750000,21.010000,21.690001,19.866217,10100
2008-01-04,21.690001,21.900000,21.440001,21.600000,19.783787,36400
2008-01-07,21.600000,21.879999,21.549999,21.860001,20.021923,6000
2008-01-08,21.799999,22.000000,21.750000,21.770000,19.939491,9800
2008-01-09,21.700001,22.049900,21.700001,22.049900,20.195858,5600
2008-01-10,22.049999,22.299999,22.049999,22.299999,20.424927,4600
2008-01-11,22.340000,22.360001,22.230000,22.352200,20.472736,5400
2008-01-14,22.379999,22.580000,22.160000,22.459999,20.571472,26700
2008-01-15,22.250000,22.700001,22.250000,22.500299,20.608383,21700
2008-01-16,22.790001,22.799999,22.570000,22.690001,20.782133,4200
2008-01-17,22.770000,22.770000,22.150000,22.350000,20.470722,16800
2008-01-18,null,null,null,null,null,null
2008-01-22,21.750000,22.450001,21.270000,22.070000,20.214268,26200
2008-01-23,22.219999,22.840000,22.100000,22.840000,20.919521,10600
2008-01-24,22.650000,22.840000,22.650000,22.700001,20.791292,5700
2008-01-25,22.690001,22.879999,22.620100,22.840000,20.919521,3400
2008-01-28,22.700001,22.879999,22.549999,22.799999,20.882885,18200
2008-01-29,23.000000,23.000000,22.559999,22.830000,20.910360,11300
2008-01-30,22.920000,23.100000,22.910000,23.100000,21.157660,17600
2008-01-31,23.299999,23.320000,23.000000,23.200001,21.249250,2900
2008-02-01,23.420000,23.620001,23.200100,23.469999,21.496548,15700
2008-02-04,23.549999,23.780001,22.719999,22.900000,20.974478,37900
2008-02-05,22.700001,23.059999,22.250000,22.889999,20.965315,22000
2008-02-06,23.100000,23.100000,22.860001,23.000000,21.066067,3100
2008-02-07,22.950001,23.180000,22.950001,23.160000,21.212614,20900
2008-02-08,23.020000,23.040001,22.950001,23.040001,21.102703,1200
2008-02-11,23.080000,23.280001,22.879999,23.120001,21.175978,11000
2008-02-12,22.670000,23.000000,22.610001,22.879999,20.956158,15900
2008-02-13,22.990000,23.100000,22.780001,22.840000,20.919521,14900
2008-02-14,22.980000,22.980000,22.709999,22.780001,20.864567,13300
2008-02-15,22.980000,22.980000,22.700001,22.700001,20.791292,6900
2008-02-19,22.559999,22.860001,22.559999,22.719999,20.809610,12400
2008-02-20,22.700001,22.700001,22.219999,22.680000,20.772974,130700
2008-02-21,22.920000,22.920000,22.360001,22.480000,20.589790,19700
2008-02-22,22.830000,22.850000,22.520000,22.680000,20.772974,10800
2008-02-25,22.570000,22.900000,22.500000,22.690001,20.782133,17800
2008-02-26,22.590000,22.790001,22.590000,22.750000,20.837090,6100
2008-02-27,22.990000,23.100000,22.540001,22.620001,20.718021,17000
2008-02-28,22.780001,22.780001,22.570000,22.620001,20.718021,4600
2008-02-29,22.620001,22.639999,22.420000,22.420000,20.534836,11300
2008-03-03,22.270000,22.270000,21.690001,21.690001,19.866217,3500
2008-03-04,21.780001,21.930000,21.260000,21.370001,19.573126,14200
2008-03-05,21.879999,22.020000,21.799999,21.889999,20.049400,3300
2008-03-06,21.790001,21.799999,21.320000,21.350000,19.554808,104000
2008-03-07,21.049999,21.600000,21.049999,21.600000,19.783787,2300
2008-03-10,21.150000,21.299999,21.000099,21.000099,19.234327,1200
2008-03-11,21.600000,22.010000,21.500000,21.870001,20.031082,42000
2008-03-12,21.660000,21.870001,21.000000,21.049999,19.637802,31200
2008-03-13,20.350000,20.799999,20.350000,20.799999,19.404573,1200
2008-03-14,20.150000,21.000000,17.559999,18.150000,16.932356,35300
2008-03-17,14.540000,16.750000,13.500000,15.390000,14.357519,22200
2008-03-18,17.500000,18.389999,17.280001,18.389999,17.156256,12200
2008-03-19,18.350000,18.700001,18.000000,18.219000,16.996727,7800
2008-03-20,18.430000,19.309999,18.430000,19.240000,17.949230,10200
2008-03-24,19.299999,20.070000,19.299999,20.070000,18.723547,22300
2008-03-25,19.570000,20.190001,19.570000,19.900000,18.564953,4200
